Country,Indicator,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Burkina Faso,Total investment,Percent of GDP,14.571,13.546,13.452,15.459,15.518,17.564,16.125,18.251,20.732,19.99,21.99,22.124,24.653,23.71,19.262,19.43,20.846,23.899,25.901,26.27,22.891,24.678,14.766,23.969
Burkina Faso,Gross national savings,Percent of GDP,3.805,4.417,5.171,7.693,5.76,7.239,7.817,10.898,10.5,15.953,20.194,20.796,23.361,13.702,12.098,11.863,14.76,18.894,21.717,23.033,27.035,25.069,8.599,18.895
Burkina Faso,"Inflation, average consumer prices",Index,71.227,74.595,76.31,77.867,77.556,82.526,84.454,84.257,93.246,94.052,93.48,96.068,99.735,100.259,100.0,101.653,102.102,103.616,105.643,102.227,104.153,108.224,123.451,125.179
Burkina Faso,"Inflation, average consumer prices",Percent change,-0.169,4.727,2.3,2.04,-0.4,6.409,2.336,-0.233,10.668,0.864,-0.608,2.769,3.817,0.525,-0.258,1.653,0.441,1.483,1.956,-3.233,1.885,3.908,14.07,1.4
Burkina Faso,"Inflation, end of period consumer prices",Index,72.403,73.11,75.986,78.391,78.933,82.463,83.724,85.622,95.535,93.773,93.529,98.261,99.906,100.026,99.877,102.74,102.43,104.11,104.46,101.79,104.15,112.688,123.506,126.47
Burkina Faso,"Inflation, end of period consumer prices",Percent change,2.409,0.976,3.935,3.165,0.692,4.472,1.528,2.267,11.578,-1.844,-0.261,5.06,1.674,0.12,-0.149,2.867,-0.302,1.64,0.336,-2.556,2.318,8.198,9.6,2.4
Burkina Faso,Volume of imports of goods and services,Percent change,-12.36,2.304,7.666,24.521,-5.831,2.687,3.034,14.221,10.57,-2.44,13.986,10.532,13.171,13.528,-6.417,8.45,2.235,13.012,3.512,-2.652,-2.323,11.301,-1.59,4.01
Burkina Faso,Volume of Imports of goods,Percent change,-13.571,1.738,7.565,18.854,-3.475,-0.183,4.296,12.083,11.303,-6.509,8.034,10.619,14.98,15.946,-6.763,7.411,2.939,14.278,4.381,-2.658,1.375,14.539,1.823,2.484
Burkina Faso,Volume of exports of goods and services,Percent change,5.215,-1.346,33.599,-2.795,21.727,18.105,6.985,5.56,9.003,6.414,54.547,23.932,9.927,1.879,10.018,6.504,11.673,19.424,5.963,-0.052,-2.71,7.061,-5.679,0.503
Burkina Faso,Volume of exports of goods,Percent change,4.376,-2.263,30.081,1.613,22.043,18.757,10.303,2.634,7.468,4.357,52.259,25.425,12.472,-1.539,12.12,6.408,12.493,21.194,5.874,0.249,0.153,7.754,-6.431,-0.143
Burkina Faso,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Population,Persons,11.883,12.25,12.632,13.031,13.446,13.876,14.316,14.757,15.198,15.65,16.117,16.603,17.114,17.636,18.17,18.718,19.275,19.836,20.393,20.952,21.54,22.145,22.766,23.405
Burkina Faso,General government revenue,National currency,354.156,376.25,377.782,434.602,461.796,496.719,1239.05,650.547,630.752,771.524,880.219,1047.29,1276.51,1441.75,1321.15,1277.98,1410.7,1583.58,1745.87,1881.97,1975.34,2223.87,2551.94,2490.4
Burkina Faso,General government revenue,Percent of GDP,16.799,16.102,15.034,15.809,16.063,15.327,36.224,17.824,14.963,17.359,17.597,18.397,19.905,21.713,19.19,18.269,18.568,19.232,19.782,19.853,19.137,20.318,21.655,19.88
Burkina Faso,General government total expenditure,National currency,417.988,459.374,489.168,483.81,582.37,655.175,748.349,833.588,783.656,956.439,1083.23,1163.39,1453.72,1677.34,1440.76,1424.16,1645.11,2150.0,2137.71,2201.27,2504.3,3037.58,3808.75,3321.58
Burkina Faso,General government total expenditure,Percent of GDP,19.827,19.66,19.467,17.598,20.257,20.217,21.878,22.838,18.591,21.519,21.655,20.436,22.668,25.261,20.928,20.359,21.654,26.111,24.222,23.222,24.261,27.753,32.319,26.515
Burkina Faso,General government net lending/borrowing,National currency,-63.832,-83.124,-111.386,-49.208,-120.574,-158.456,490.699,-183.041,-152.904,-184.915,-203.006,-116.1,-177.211,-235.591,-119.612,-146.182,-234.411,-566.421,-391.839,-319.304,-528.965,-813.714,-1256.81,-831.178
Burkina Faso,General government net lending/borrowing,Percent of GDP,-3.028,-3.557,-4.433,-1.79,-4.194,-4.89,14.346,-5.015,-3.627,-4.16,-4.058,-2.039,-2.763,-3.548,-1.737,-2.09,-3.085,-6.879,-4.44,-3.368,-5.124,-7.434,-10.665,-6.635
Burkina Faso,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,General government primary net lending/borrowing,National currency,-47.213,-65.654,-94.622,-32.422,-101.447,-140.293,508.048,-169.986,-140.21,-168.044,-181.651,-87.809,-135.406,-200.891,-75.6,-102.43,-169.064,-496.905,-294.598,-202.235,-388.388,-621.165,-1027.22,-559.798
Burkina Faso,General government primary net lending/borrowing,Percent of GDP,-2.24,-2.81,-3.765,-1.179,-3.529,-4.329,14.853,-4.657,-3.326,-3.781,-3.631,-1.542,-2.111,-3.025,-1.098,-1.464,-2.225,-6.035,-3.338,-2.133,-3.763,-5.675,-8.717,-4.469
Burkina Faso,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,General government gross debt,National currency,,,1087.75,1090.27,1171.24,1270.82,687.147,818.171,1048.27,1149.87,1185.23,1394.95,1616.78,1719.84,1795.87,2186.11,2498.52,2773.87,3368.0,3935.17,4474.37,6060.71,6872.93,7663.93
Burkina Faso,General government gross debt,Percent of GDP,,,43.287,39.658,40.74,39.214,20.089,22.416,24.868,25.871,23.694,24.504,25.211,25.901,26.086,31.251,32.887,33.688,38.162,41.513,43.347,55.373,58.32,61.177
Burkina Faso,"Gross domestic product corresponding to fiscal year, current prices",National currency,2108.16,2336.62,2512.87,2749.16,2874.88,3240.72,3420.54,3649.93,4215.34,4444.6,5002.18,5692.82,6413.11,6640.14,6884.47,6995.31,7597.39,8234.01,8825.55,9479.29,10322.33,10945.16,11784.76,12527.38
Burkina Faso,Current account balance,U.S. dollars,-0.319,-0.291,-0.3,-0.368,-0.532,-0.635,-0.544,-0.561,-0.967,-0.381,-0.182,-0.16,-0.162,-1.346,-0.999,-0.895,-0.78,-0.709,-0.665,-0.524,0.744,0.077,-1.168,-1.055
Burkina Faso,Current account balance,Percent of GDP,-10.766,-9.129,-8.281,-7.766,-9.758,-10.324,-8.308,-7.353,-10.232,-4.037,-1.797,-1.328,-1.292,-10.008,-7.165,-7.568,-6.086,-5.005,-4.184,-3.238,4.144,0.391,-6.168,-5.074
Burundi,"Gross domestic product, constant prices",National currency,1046.3,1063.72,1088.75,1115.64,1157.65,1208.24,1273.66,1317.62,1381.68,1434.36,1507.86,1568.67,1638.42,1719.1,1792.0,1722.11,1711.78,1720.34,1748.03,1780.24,1786.21,1841.92,1875.57,1938.14
Burundi,"Gross domestic product, constant prices",Percent change,1.781,1.665,2.353,2.469,3.766,4.37,5.414,3.452,4.862,3.813,5.124,4.033,4.447,4.924,4.241,-3.9,-0.6,0.5,1.61,1.842,0.335,3.119,1.827,3.336
Burundi,"Gross domestic product, current prices",National currency,627.262,727.963,768.145,849.382,1007.49,1208.24,1309.9,1467.23,1911.14,2184.18,2501.05,2819.53,3365.81,3812.5,4185.0,4879.79,4897.1,5485.07,5414.49,5559.59,5910.57,6612.79,7969.72,10212.56
Burundi,"Gross domestic product, current prices",U.S. dollars,0.87,0.877,0.825,0.785,0.915,1.117,1.273,1.356,1.612,1.775,2.032,2.236,2.333,2.456,2.706,3.104,2.96,3.172,3.037,3.012,3.086,3.351,3.918,3.19
Burundi,"Gross domestic product, current prices",Purchasing power parity; international dollars,3.239,3.367,3.5,3.657,3.897,4.195,4.558,4.843,5.176,5.408,5.753,6.109,6.386,7.069,7.649,8.551,8.358,8.375,8.715,9.035,9.183,9.895,10.782,11.551
Burundi,"Gross domestic product, deflator",Index,59.95,68.435,70.553,76.134,87.029,100.0,102.846,111.354,138.32,152.275,165.867,179.741,205.43,221.773,233.538,283.361,286.083,318.837,309.747,312.294,330.901,359.016,424.922,526.925
Burundi,"Gross domestic product per capita, constant prices",National currency,156545.86,154516.78,153546.22,153668.94,154812.1,160841.85,164611.19,165333.48,167833.03,168666.1,171810.88,173365.01,175629.53,178737.02,180889.94,168772.07,162557.56,158304.61,156168.14,154413.1,150417.99,150592.22,148876.93,149362.69
Burundi,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,762.145,752.266,747.541,748.139,753.704,783.06,801.411,804.928,817.097,821.152,836.463,844.029,855.054,870.183,880.664,821.668,791.413,770.707,760.306,751.762,732.311,733.16,724.809,727.174
Burundi,"Gross domestic product per capita, current prices",National currency,93849.93,105744.33,108331.29,116994.76,134731.01,160841.85,169295.47,184106.22,232146.39,256836.75,284978.1,311607.79,360796.15,396390.73,422446.55,478234.15,465048.82,504733.12,483726.32,482222.89,497734.45,540649.49,632610.69,787029.9
Burundi,"Gross domestic product per capita, current prices",U.S. dollars,130.225,127.349,116.392,108.066,122.381,148.71,164.575,170.174,195.79,208.78,231.549,247.097,250.118,255.319,273.133,304.243,281.062,291.859,271.289,261.294,259.906,273.956,310.986,245.811
Burundi,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,484.607,489.102,493.605,503.75,521.121,558.396,589.116,607.692,628.709,635.879,655.52,675.193,684.554,734.995,772.157,838.038,793.743,770.707,778.585,783.643,773.33,809.003,855.814,890.181
Burundi,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.008,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007
Burundi,Implied PPP conversion rate,National currency per current international dollar,193.662,216.201,219.469,232.248,258.541,288.042,287.372,302.96,369.243,403.908,434.736,461.509,527.053,539.311,547.1,570.659,585.893,654.896,621.289,615.36,643.625,668.291,739.192,884.123
Burundi,Total investment,Percent of GDP,20.0,20.0,20.0,20.0,20.0,18.36,17.216,14.831,12.422,15.173,15.926,15.432,14.855,15.355,18.286,17.286,17.786,18.286,18.786,19.286,19.931,21.772,23.459,26.463
Burundi,Gross national savings,Percent of GDP,12.981,16.492,7.458,5.921,13.495,13.695,-4.071,-17.58,2.601,8.861,3.688,0.959,-3.737,-5.258,2.662,5.768,6.727,6.573,7.383,7.724,9.649,9.329,7.876,7.746
Burundi,"Inflation, average consumer prices",Index,29.915,32.269,31.863,35.232,38.113,43.164,44.349,48.079,59.814,66.128,70.424,77.173,91.2,98.439,102.787,108.496,114.492,133.494,129.8,128.879,138.294,149.791,178.103,213.933
Burundi,"Inflation, average consumer prices",Percent change,25.523,7.868,-1.258,10.574,8.177,13.253,2.744,8.412,24.407,10.557,6.496,9.583,18.176,7.938,4.417,5.554,5.526,16.597,-2.767,-0.709,7.305,8.313,18.901,20.118
Burundi,"Inflation, end of period consumer prices",Index,31.039,32.183,33.239,36.846,41.292,41.736,45.493,52.178,65.574,68.609,71.409,82.017,91.728,100.0,103.745,111.145,121.7,134.478,126.574,133.083,143.079,157.491,199.45,223.888
Burundi,"Inflation, end of period consumer prices",Percent change,14.093,3.685,3.28,10.854,12.067,1.075,9.001,14.694,25.674,4.629,4.082,14.855,11.841,9.017,3.745,7.132,9.497,10.499,-5.877,5.142,7.511,10.073,26.642,12.252
Burundi,Volume of imports of goods and services,Percent change,4.135,5.949,13.796,20.886,24.094,57.96,13.298,42.299,-17.997,-7.423,66.795,-17.772,8.204,2.446,-5.49,-29.36,10.288,10.92,14.698,45.588,-17.818,14.975,-4.259,8.917
Burundi,Volume of Imports of goods,Percent change,1.723,8.766,11.102,22.639,1.893,56.443,17.182,69.992,-31.955,3.528,86.968,-19.509,10.992,-0.547,-13.909,-28.373,7.422,14.988,17.291,44.459,-16.056,13.597,-3.79,7.731
Burundi,Volume of exports of goods and services,Percent change,5.901,8.967,-14.017,38.555,-11.685,24.653,-20.639,21.323,16.101,-20.627,16.901,5.532,2.205,37.327,-12.715,-7.099,27.722,29.97,13.224,-15.813,-15.366,-1.581,3.808,12.544
Burundi,Volume of exports of goods,Percent change,4.724,4.0,-18.692,29.491,-11.377,2.817,-19.662,15.41,-11.431,0.728,13.6,3.31,14.582,-7.051,34.751,-2.843,19.527,31.509,15.477,-4.677,-21.629,-12.405,20.039,9.498
Burundi,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Population,Persons,6.684,6.884,7.091,7.26,7.478,7.512,7.737,7.969,8.232,8.504,8.776,9.048,9.329,9.618,9.907,10.204,10.53,10.867,11.193,11.529,11.875,12.231,12.598,12.976
Burundi,General government revenue,National currency,114.231,121.432,143.55,184.571,255.338,272.903,347.777,534.876,734.994,717.349,930.559,1091.04,1135.97,1253.18,1026.56,761.668,757.234,1046.94,1048.23,1244.0,1365.76,1661.79,2126.73,3146.07
Burundi,General government revenue,Percent of GDP,18.211,16.681,18.688,21.73,25.344,22.587,26.55,36.455,38.458,32.843,37.207,38.696,33.75,32.87,24.529,15.609,15.463,19.087,19.36,22.376,23.107,25.13,26.685,30.806
Burundi,General government total expenditure,National currency,154.593,184.917,184.885,309.752,411.096,400.44,477.769,571.71,786.676,829.723,1021.53,1189.47,1263.66,1325.58,1190.99,1130.55,1105.49,1321.54,1408.78,1599.55,1740.31,2008.94,3088.97,3652.82
Burundi,General government total expenditure,Percent of GDP,24.646,25.402,24.069,36.468,40.804,33.142,36.474,38.965,41.163,37.988,40.844,42.187,37.544,34.769,28.459,23.168,22.574,24.093,26.019,28.771,29.444,30.38,38.759,35.768
Burundi,General government net lending/borrowing,National currency,-40.363,-63.485,-41.335,-125.18,-155.759,-127.537,-129.991,-36.835,-51.682,-112.374,-90.97,-98.429,-127.695,-72.396,-164.434,-368.878,-348.257,-274.598,-360.55,-355.552,-374.553,-347.156,-962.233,-506.742
Burundi,General government net lending/borrowing,Percent of GDP,-6.435,-8.721,-5.381,-14.738,-15.46,-10.556,-9.924,-2.51,-2.704,-5.145,-3.637,-3.491,-3.794,-1.899,-3.929,-7.559,-7.111,-5.006,-6.659,-6.395,-6.337,-5.25,-12.074,-4.962
Burundi,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,General government primary net lending/borrowing,National currency,-26.091,-45.027,-22.612,-100.31,-131.247,-95.547,-105.69,-6.965,-22.682,-86.124,-76.111,-72.886,-100.61,-42.826,-143.334,-343.878,-316.346,-237.998,-273.877,-225.844,-200.213,-150.384,-756.462,-191.757
Burundi,General government primary net lending/borrowing,Percent of GDP,-4.159,-6.185,-2.944,-11.81,-13.027,-7.908,-8.069,-0.475,-1.187,-3.943,-3.043,-2.585,-2.989,-1.123,-3.425,-7.047,-6.46,-4.339,-5.058,-4.062,-3.387,-2.274,-9.492,-1.878
Burundi,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,General government gross debt,National currency,855.743,927.328,1222.03,1460.68,1740.32,1655.05,1706.21,1901.73,1959.21,561.119,1173.28,1204.1,1394.47,1443.32,1589.07,1948.31,2258.5,2572.63,2868.11,3335.06,3898.9,4401.72,5447.44,7427.52
Burundi,General government gross debt,Percent of GDP,136.425,127.387,159.088,171.969,172.738,136.98,130.255,129.613,102.515,25.69,46.912,42.706,41.43,37.858,37.971,39.926,46.119,46.902,52.971,59.988,65.965,66.564,68.352,72.729
Burundi,"Gross domestic product corresponding to fiscal year, current prices",National currency,627.262,727.963,768.145,849.382,1007.49,1208.24,1309.9,1467.23,1911.14,2184.18,2501.05,2819.53,3365.81,3812.5,4185.0,4879.79,4897.1,5485.07,5414.49,5559.59,5910.57,6612.79,7969.72,10212.56
Burundi,Current account balance,U.S. dollars,-0.061,-0.031,-0.104,-0.11,-0.06,-0.052,-0.271,-0.44,-0.158,-0.112,-0.249,-0.324,-0.434,-0.506,-0.423,-0.358,-0.327,-0.372,-0.346,-0.348,-0.317,-0.417,-0.611,-0.597
Burundi,Current account balance,Percent of GDP,-7.019,-3.508,-12.542,-14.079,-6.505,-4.665,-21.287,-32.41,-9.821,-6.312,-12.238,-14.473,-18.592,-20.613,-15.624,-11.519,-11.059,-11.713,-11.403,-11.562,-10.282,-12.443,-15.583,-18.716
Cabo Verde,"Gross domestic product, constant prices",National currency,89.905,95.423,100.481,108.019,113.341,119.926,130.861,150.752,161.363,158.937,161.856,168.208,170.031,171.106,172.298,173.911,181.355,189.609,196.638,210.3,169.086,179.933,210.529,219.815
Cabo Verde,"Gross domestic product, constant prices",Percent change,7.267,6.138,5.3,7.502,4.927,5.81,9.118,15.2,7.039,-1.504,1.836,3.925,1.084,0.632,0.697,0.936,4.281,4.551,3.707,6.948,-19.598,6.415,17.004,4.411
Cabo Verde,"Gross domestic product, current prices",National currency,70.536,75.848,79.6,92.325,95.282,99.266,110.9,132.984,147.63,148.252,151.963,162.265,165.135,168.547,169.551,173.911,184.402,195.295,205.986,221.681,180.73,192.402,241.509,261.934
Cabo Verde,"Gross domestic product, current prices",U.S. dollars,0.609,0.616,0.679,0.944,1.074,1.12,1.261,1.65,1.96,1.852,1.825,2.047,1.913,2.029,2.042,1.75,1.855,1.965,2.073,2.231,1.871,2.065,2.308,2.598
Cabo Verde,"Gross domestic product, current prices",Purchasing power parity; international dollars,1.387,1.505,1.61,1.765,1.902,2.075,2.334,2.762,3.013,2.987,3.078,3.265,3.229,3.25,3.271,3.447,3.736,4.029,4.278,4.658,3.794,4.218,5.282,5.717
Cabo Verde,"Gross domestic product, deflator",Index,78.456,79.486,79.219,85.471,84.067,82.773,84.746,88.214,91.489,93.277,93.888,96.467,97.121,98.504,98.405,100.0,101.68,102.999,104.754,105.412,106.886,106.93,114.716,119.161
Cabo Verde,"Gross domestic product per capita, constant prices",National currency,206641.02,215054.68,222250.16,234748.68,242354.91,252706.13,272176.6,309910.09,328159.34,319817.08,322175.89,331075.24,330813.5,328982.98,327290.94,326339.97,336117.28,347023.54,361622.27,382191.16,303670.48,319343.99,369243.29,380988.03
Cabo Verde,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,4390.47,4569.24,4722.12,4987.67,5149.28,5369.21,5782.9,6584.61,6972.35,6795.11,6845.22,7034.31,7028.75,6989.85,6953.9,6933.7,7141.43,7373.16,7683.33,8120.36,6452.04,6785.05,7845.26,8094.8
Cabo Verde,"Gross domestic product per capita, current prices",National currency,162121.54,170937.55,176064.91,200641.79,203740.73,209171.23,230659.66,273383.87,300229.99,298316.72,302483.58,319377.85,321287.77,324062.21,322072.06,326339.97,341763.8,357429.48,378813.42,402874.43,324581.1,341473.66,423579.58,453990.1
Cabo Verde,"Gross domestic product per capita, current prices",U.S. dollars,1399.09,1387.33,1501.55,2051.81,2295.72,2359.62,2623.34,3391.23,3985.21,3727.31,3632.19,4028.64,3722.1,3900.96,3878.77,3283.57,3438.76,3596.39,3811.55,4053.65,3359.53,3665.2,4048.44,4502.78
Cabo Verde,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,3188.3,3392.88,3561.05,3835.54,4066.12,4372.74,4854.98,5677.45,6127.05,6009.56,6126.65,6426.7,6282.42,6249.37,6212.84,6468.24,6923.32,7373.16,7868.06,8464.74,6813.44,7486.95,9263.24,9909.37
Cabo Verde,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
Cabo Verde,Implied PPP conversion rate,National currency per current international dollar,50.849,50.381,49.442,52.311,50.107,47.835,47.51,48.153,49.001,49.64,49.372,49.695,51.141,51.855,51.84,50.453,49.364,48.477,48.146,47.594,47.638,45.609,45.727,45.814
Cabo Verde,Total investment,Percent of GDP,27.862,28.986,32.741,26.723,34.0,33.742,33.008,45.667,44.284,40.135,43.448,43.31,33.864,28.848,33.705,35.166,33.021,34.325,33.767,33.467,29.313,50.819,47.98,39.95
Cabo Verde,Gross national savings,Percent of GDP,21.58,21.415,17.447,17.119,21.657,30.704,28.266,33.796,31.771,26.727,32.116,28.462,22.398,24.406,25.433,32.265,29.58,27.373,28.994,33.667,14.3,39.019,44.364,34.194
Cabo Verde,"Inflation, average consumer prices",Index,72.079,74.727,76.16,77.065,75.608,75.936,79.613,83.116,88.747,89.638,91.497,95.59,98.021,99.497,99.259,99.401,97.974,98.741,100.0,101.106,101.718,103.614,111.831,117.646
Cabo Verde,"Inflation, average consumer prices",Percent change,-2.403,3.674,1.918,1.188,-1.891,0.434,4.842,4.4,6.774,1.005,2.074,4.473,2.543,1.506,-0.238,0.143,-1.436,0.783,1.275,1.106,0.605,1.863,7.93,5.2
